Type	POS	Headword	Rank	Freq	Range	NormFreq	NormRange
drenched			2027	2	1	39.388	1.000
dresdeners			2027	2	1	39.388	1.000
driven			2027	2	1	39.388	1.000
dropping			2027	2	1	39.388	1.000
dumped			2027	2	1	39.388	1.000
eager			2027	2	1	39.388	1.000
eagle			2027	2	1	39.388	1.000
earl			2027	2	1	39.388	1.000
earn			2027	2	1	39.388	1.000
ears			2027	2	1	39.388	1.000
eastward			2027	2	1	39.388	1.000
echoed			2027	2	1	39.388	1.000
echoing			2027	2	1	39.388	1.000
edition			2027	2	1	39.388	1.000
effect			2027	2	1	39.388	1.000
eggs			2027	2	1	39.388	1.000
el			2027	2	1	39.388	1.000
electrified			2027	2	1	39.388	1.000
encouraged			2027	2	1	39.388	1.000
engagement			2027	2	1	39.388	1.000
engine			2027	2	1	39.388	1.000
enjoying			2027	2	1	39.388	1.000
enrolled			2027	2	1	39.388	1.000
enterprise			2027	2	1	39.388	1.000
entertaining			2027	2	1	39.388	1.000
entertainment			2027	2	1	39.388	1.000
enthusiastic			2027	2	1	39.388	1.000
entirely			2027	2	1	39.388	1.000
entitled			2027	2	1	39.388	1.000
entrance			2027	2	1	39.388	1.000
escaped			2027	2	1	39.388	1.000
especially			2027	2	1	39.388	1.000
events			2027	2	1	39.388	1.000
excellent			2027	2	1	39.388	1.000
exception			2027	2	1	39.388	1.000
exchange			2027	2	1	39.388	1.000
exercise			2027	2	1	39.388	1.000
exercises			2027	2	1	39.388	1.000
exhaust			2027	2	1	39.388	1.000
existed			2027	2	1	39.388	1.000
expecting			2027	2	1	39.388	1.000
expenses			2027	2	1	39.388	1.000
experiments			2027	2	1	39.388	1.000
explain			2027	2	1	39.388	1.000
explanation			2027	2	1	39.388	1.000
explosive			2027	2	1	39.388	1.000
expressed			2027	2	1	39.388	1.000
extermination			2027	2	1	39.388	1.000
eyebrows			2027	2	1	39.388	1.000
eyehole			2027	2	1	39.388	1.000
eyelids			2027	2	1	39.388	1.000
faced			2027	2	1	39.388	1.000
facing			2027	2	1	39.388	1.000
factories			2027	2	1	39.388	1.000
families			2027	2	1	39.388	1.000
farewell			2027	2	1	39.388	1.000
fart			2027	2	1	39.388	1.000
faster			2027	2	1	39.388	1.000
favor			2027	2	1	39.388	1.000
favors			2027	2	1	39.388	1.000
february			2027	2	1	39.388	1.000
febs			2027	2	1	39.388	1.000
fed			2027	2	1	39.388	1.000
fenders			2027	2	1	39.388	1.000
fifteen			2027	2	1	39.388	1.000
figure			2027	2	1	39.388	1.000
filthy			2027	2	1	39.388	1.000
final			2027	2	1	39.388	1.000
finger			2027	2	1	39.388	1.000
fireman			2027	2	1	39.388	1.000
fix			2027	2	1	39.388	1.000
fixing			2027	2	1	39.388	1.000
fizzing			2027	2	1	39.388	1.000
flag			2027	2	1	39.388	1.000
flamingo			2027	2	1	39.388	1.000
flashlight			2027	2	1	39.388	1.000
flattened			2027	2	1	39.388	1.000
flaw			2027	2	1	39.388	1.000
fled			2027	2	1	39.388	1.000
flowed			2027	2	1	39.388	1.000
focals			2027	2	1	39.388	1.000
follow			2027	2	1	39.388	1.000
fool			2027	2	1	39.388	1.000
forces			2027	2	1	39.388	1.000
forehead			2027	2	1	39.388	1.000
forget			2027	2	1	39.388	1.000
forgotten			2027	2	1	39.388	1.000
fork			2027	2	1	39.388	1.000
forms			2027	2	1	39.388	1.000
forwards			2027	2	1	39.388	1.000
fours			2027	2	1	39.388	1.000
fragments			2027	2	1	39.388	1.000
framed			2027	2	1	39.388	1.000
frank			2027	2	1	39.388	1.000
frankfurt			2027	2	1	39.388	1.000
frauenkirche			2027	2	1	39.388	1.000
freedom			2027	2	1	39.388	1.000
freight			2027	2	1	39.388	1.000
freshly			2027	2	1	39.388	1.000
fringed			2027	2	1	39.388	1.000
fucked			2027	2	1	39.388	1.000
fuel			2027	2	1	39.388	1.000
function			2027	2	1	39.388	1.000
furlough			2027	2	1	39.388	1.000
furnace			2027	2	1	39.388	1.000
furniture			2027	2	1	39.388	1.000
further			2027	2	1	39.388	1.000
fünf			2027	2	1	39.388	1.000
gallant			2027	2	1	39.388	1.000
game			2027	2	1	39.388	1.000
games			2027	2	1	39.388	1.000
garden			2027	2	1	39.388	1.000
gasoline			2027	2	1	39.388	1.000
gazette			2027	2	1	39.388	1.000
gee			2027	2	1	39.388	1.000
generally			2027	2	1	39.388	1.000
genius			2027	2	1	39.388	1.000
genoa			2027	2	1	39.388	1.000
gentle			2027	2	1	39.388	1.000
geodesic			2027	2	1	39.388	1.000
gesture			2027	2	1	39.388	1.000
ghastly			2027	2	1	39.388	1.000
gibberish			2027	2	1	39.388	1.000
gives			2027	2	1	39.388	1.000
glaciers			2027	2	1	39.388	1.000
gladly			2027	2	1	39.388	1.000
glassy			2027	2	1	39.388	1.000
glitter			2027	2	1	39.388	1.000
gloves			2027	2	1	39.388	1.000
glowed			2027	2	1	39.388	1.000
gobs			2027	2	1	39.388	1.000
gong			2027	2	1	39.388	1.000
gotten			2027	2	1	39.388	1.000
gradually			2027	2	1	39.388	1.000
graduated			2027	2	1	39.388	1.000
grainy			2027	2	1	39.388	1.000
grandfather			2027	2	1	39.388	1.000
gravel			2027	2	1	39.388	1.000
greeted			2027	2	1	39.388	1.000
groove			2027	2	1	39.388	1.000
grotesque			2027	2	1	39.388	1.000
growing			2027	2	1	39.388	1.000
guarded			2027	2	1	39.388	1.000
guarding			2027	2	1	39.388	1.000
guitar			2027	2	1	39.388	1.000
gutless			2027	2	1	39.388	1.000
gutter			2027	2	1	39.388	1.000
gutters			2027	2	1	39.388	1.000
hacking			2027	2	1	39.388	1.000
hail			2027	2	1	39.388	1.000
halitosis			2027	2	1	39.388	1.000
hallucination			2027	2	1	39.388	1.000
halt			2027	2	1	39.388	1.000
halted			2027	2	1	39.388	1.000
hanged			2027	2	1	39.388	1.000
harbor			2027	2	1	39.388	1.000
harm			2027	2	1	39.388	1.000
harrison			2027	2	1	39.388	1.000
harvard			2027	2	1	39.388	1.000
headboard			2027	2	1	39.388	1.000
headquarters			2027	2	1	39.388	1.000
heaped			2027	2	1	39.388	1.000
hearing			2027	2	1	39.388	1.000
heartburn			2027	2	1	39.388	1.000
heavens			2027	2	1	39.388	1.000
heel			2027	2	1	39.388	1.000
helping			2027	2	1	39.388	1.000
hem			2027	2	1	39.388	1.000
heroism			2027	2	1	39.388	1.000
hid			2027	2	1	39.388	1.000
hideous			2027	2	1	39.388	1.000
highest			2027	2	1	39.388	1.000
hip			2027	2	1	39.388	1.000
hired			2027	2	1	39.388	1.000
historian			2027	2	1	39.388	1.000
hmmmm			2027	2	1	39.388	1.000
hog			2027	2	1	39.388	1.000
hoisted			2027	2	1	39.388	1.000
holiday			2027	2	1	39.388	1.000
hollow			2027	2	1	39.388	1.000
holy			2027	2	1	39.388	1.000
homes			2027	2	1	39.388	1.000
homosexuals			2027	2	1	39.388	1.000
honey			2027	2	1	39.388	1.000
hooks			2027	2	1	39.388	1.000
hope			2027	2	1	39.388	1.000
horrible			2027	2	1	39.388	1.000
horribly			2027	2	1	39.388	1.000
horseshoe			2027	2	1	39.388	1.000
houses			2027	2	1	39.388	1.000
however			2027	2	1	39.388	1.000
hues			2027	2	1	39.388	1.000
hum			2027	2	1	39.388	1.000
hungarian			2027	2	1	39.388	1.000
hunting			2027	2	1	39.388	1.000
hysterical			2027	2	1	39.388	1.000
idle			2027	2	1	39.388	1.000
illinois			2027	2	1	39.388	1.000
imagination			2027	2	1	39.388	1.000
immediately			2027	2	1	39.388	1.000
impassioned			2027	2	1	39.388	1.000
impatiently			2027	2	1	39.388	1.000
imperishable			2027	2	1	39.388	1.000
imposed			2027	2	1	39.388	1.000
increase			2027	2	1	39.388	1.000
indeed			2027	2	1	39.388	1.000
indian			2027	2	1	39.388	1.000
indoors			2027	2	1	39.388	1.000
inhabitants			2027	2	1	39.388	1.000
injured			2027	2	1	39.388	1.000
insteps			2027	2	1	39.388	1.000
insured			2027	2	1	39.388	1.000
interests			2027	2	1	39.388	1.000
interpreter			2027	2	1	39.388	1.000
introduction			2027	2	1	39.388	1.000
invited			2027	2	1	39.388	1.000
involuntary			2027	2	1	39.388	1.000
irish			2027	2	1	39.388	1.000
irving			2027	2	1	39.388	1.000
issue			2027	2	1	39.388	1.000
isten			2027	2	1	39.388	1.000
jackets			2027	2	1	39.388	1.000
jammed			2027	2	1	39.388	1.000
jangled			2027	2	1	39.388	1.000
jean			2027	2	1	39.388	1.000
jellied			2027	2	1	39.388	1.000
jelly			2027	2	1	39.388	1.000
jews			2027	2	1	39.388	1.000
jiggling			2027	2	1	39.388	1.000
jobs			2027	2	1	39.388	1.000
joints			2027	2	1	39.388	1.000
joke			2027	2	1	39.388	1.000
jokes			2027	2	1	39.388	1.000
jumping			2027	2	1	39.388	1.000
keeping			2027	2	1	39.388	1.000
kennedy			2027	2	1	39.388	1.000
key			2027	2	1	39.388	1.000
keys			2027	2	1	39.388	1.000
kick			2027	2	1	39.388	1.000
kiss			2027	2	1	39.388	1.000
knoll			2027	2	1	39.388	1.000
knows			2027	2	1	39.388	1.000
knuckles			2027	2	1	39.388	1.000
kreuzkirche			2027	2	1	39.388	1.000
kuppel			2027	2	1	39.388	1.000
labor			2027	2	1	39.388	1.000
laboratories			2027	2	1	39.388	1.000
laborer			2027	2	1	39.388	1.000
laced			2027	2	1	39.388	1.000
lack			2027	2	1	39.388	1.000
ladies			2027	2	1	39.388	1.000
lady			2027	2	1	39.388	1.000
lamp			2027	2	1	39.388	1.000
lance			2027	2	1	39.388	1.000
lane			2027	2	1	39.388	1.000
languages			2027	2	1	39.388	1.000
larger			2027	2	1	39.388	1.000
laughing			2027	2	1	39.388	1.000
laughs			2027	2	1	39.388	1.000
lawrence			2027	2	1	39.388	1.000
lazily			2027	2	1	39.388	1.000
ledger			2027	2	1	39.388	1.000
legged			2027	2	1	39.388	1.000
length			2027	2	1	39.388	1.000
lessons			2027	2	1	39.388	1.000
lieutenant			2027	2	1	39.388	1.000
limited			2027	2	1	39.388	1.000
linen			2027	2	1	39.388	1.000
lionel			2027	2	1	39.388	1.000
list			2027	2	1	39.388	1.000
listened			2027	2	1	39.388	1.000
listless			2027	2	1	39.388	1.000
listlessness			2027	2	1	39.388	1.000
lit			2027	2	1	39.388	1.000
load			2027	2	1	39.388	1.000
loaves			2027	2	1	39.388	1.000
lose			2027	2	1	39.388	1.000
loudspeaker			2027	2	1	39.388	1.000
lowing			2027	2	1	39.388	1.000
luck			2027	2	1	39.388	1.000
lucretia			2027	2	1	39.388	1.000
lufthansa			2027	2	1	39.388	1.000
luftwaffe			2027	2	1	39.388	1.000
lumber			2027	2	1	39.388	1.000
lumbermill			2027	2	1	39.388	1.000
luminous			2027	2	1	39.388	1.000
lusty			2027	2	1	39.388	1.000
luther			2027	2	1	39.388	1.000
lynch			2027	2	1	39.388	1.000
magnanimity			2027	2	1	39.388	1.000
mainly			2027	2	1	39.388	1.000
majors			2027	2	1	39.388	1.000
male			2027	2	1	39.388	1.000
malls			2027	2	1	39.388	1.000
manage			2027	2	1	39.388	1.000
maniacs			2027	2	1	39.388	1.000
manner			2027	2	1	39.388	1.000
marching			2027	2	1	39.388	1.000
marine			2027	2	1	39.388	1.000
mark			2027	2	1	39.388	1.000
marked			2027	2	1	39.388	1.000
market			2027	2	1	39.388	1.000
marksman			2027	2	1	39.388	1.000
marry			2027	2	1	39.388	1.000
marshal			2027	2	1	39.388	1.000
martin			2027	2	1	39.388	1.000
masks			2027	2	1	39.388	1.000
massachusetts			2027	2	1	39.388	1.000
massacres			2027	2	1	39.388	1.000
matches			2027	2	1	39.388	1.000
mate			2027	2	1	39.388	1.000
materials			2027	2	1	39.388	1.000
measure			2027	2	1	39.388	1.000
mechanical			2027	2	1	39.388	1.000
memory			2027	2	1	39.388	1.000
mentioned			2027	2	1	39.388	1.000
merchandise			2027	2	1	39.388	1.000
merry			2027	2	1	39.388	1.000
mighty			2027	2	1	39.388	1.000
mildly			2027	2	1	39.388	1.000
millimeter			2027	2	1	39.388	1.000
mindless			2027	2	1	39.388	1.000
mint			2027	2	1	39.388	1.000
minute			2027	2	1	39.388	1.000
minutes			2027	2	1	39.388	1.000
mir			2027	2	1	39.388	1.000
miraculous			2027	2	1	39.388	1.000
mirror			2027	2	1	39.388	1.000
mom			2027	2	1	39.388	1.000
momentarily			2027	2	1	39.388	1.000
monoxide			2027	2	1	39.388	1.000
montreal			2027	2	1	39.388	1.000
mopping			2027	2	1	39.388	1.000
moral			2027	2	1	39.388	1.000
motel			2027	2	1	39.388	1.000
motor			2027	2	1	39.388	1.000
mott			2027	2	1	39.388	1.000
mournfully			2027	2	1	39.388	1.000
mouse			2027	2	1	39.388	1.000
murderous			2027	2	1	39.388	1.000
muscles			2027	2	1	39.388	1.000
museum			2027	2	1	39.388	1.000
names			2027	2	1	39.388	1.000
nations			2027	2	1	39.388	1.000
naturally			2027	2	1	39.388	1.000
nazism			2027	2	1	39.388	1.000
necktie			2027	2	1	39.388	1.000
needs			2027	2	1	39.388	1.000
neighborhood			2027	2	1	39.388	1.000
neighbors			2027	2	1	39.388	1.000
nervous			2027	2	1	39.388	1.000
nestle			2027	2	1	39.388	1.000
nicely			2027	2	1	39.388	1.000
nicest			2027	2	1	39.388	1.000
nighttime			2027	2	1	39.388	1.000
nodded			2027	2	1	39.388	1.000
noises			2027	2	1	39.388	1.000
noontime			2027	2	1	39.388	1.000
nostrils			2027	2	1	39.388	1.000
notebook			2027	2	1	39.388	1.000
nurses			2027	2	1	39.388	1.000
obviously			2027	2	1	39.388	1.000
offended			2027	2	1	39.388	1.000
older			2027	2	1	39.388	1.000
opera			2027	2	1	39.388	1.000
operation			2027	2	1	39.388	1.000
opposite			2027	2	1	39.388	1.000
optometer			2027	2	1	39.388	1.000
orders			2027	2	1	39.388	1.000
ostrovsky			2027	2	1	39.388	1.000
ought			2027	2	1	39.388	1.000
outfit			2027	2	1	39.388	1.000
outwardly			2027	2	1	39.388	1.000
overhead			2027	2	1	39.388	1.000
owner			2027	2	1	39.388	1.000
owners			2027	2	1	39.388	1.000
owns			2027	2	1	39.388	1.000
packed			2027	2	1	39.388	1.000
paid			2027	2	1	39.388	1.000
pajamas			2027	2	1	39.388	1.000
pall			2027	2	1	39.388	1.000
paperback			2027	2	1	39.388	1.000
papers			2027	2	1	39.388	1.000
paperweight			2027	2	1	39.388	1.000
parapet			2027	2	1	39.388	1.000
pardon			2027	2	1	39.388	1.000
particularly			2027	2	1	39.388	1.000
partly			2027	2	1	39.388	1.000
passing			2027	2	1	39.388	1.000
patronizing			2027	2	1	39.388	1.000
patted			2027	2	1	39.388	1.000
pattern			2027	2	1	39.388	1.000
pavement			2027	2	1	39.388	1.000
paw			2027	2	1	39.388	1.000
pea			2027	2	1	39.388	1.000
peaceful			2027	2	1	39.388	1.000
pearl			2027	2	1	39.388	1.000
peed			2027	2	1	39.388	1.000
peeling			2027	2	1	39.388	1.000
peepholes			2027	2	1	39.388	1.000
pencil			2027	2	1	39.388	1.000
perform			2027	2	1	39.388	1.000
permanent			2027	2	1	39.388	1.000
persuade			2027	2	1	39.388	1.000
phonograph			2027	2	1	39.388	1.000
photographer			2027	2	1	39.388	1.000
picks			2027	2	1	39.388	1.000
picnicking			2027	2	1	39.388	1.000
pie			2027	2	1	39.388	1.000
piety			2027	2	1	39.388	1.000
pigs			2027	2	1	39.388	1.000
pillar			2027	2	1	39.388	1.000
pillow			2027	2	1	39.388	1.000
pills			2027	2	1	39.388	1.000
pine			2027	2	1	39.388	1.000
pity			2027	2	1	39.388	1.000
plain			2027	2	1	39.388	1.000
planned			2027	2	1	39.388	1.000
plaster			2027	2	1	39.388	1.000
plays			2027	2	1	39.388	1.000
playthings			2027	2	1	39.388	1.000
plaza			2027	2	1	39.388	1.000
plumber			2027	2	1	39.388	1.000
plush			2027	2	1	39.388	1.000
pneumatic			2027	2	1	39.388	1.000
poet			2027	2	1	39.388	1.000
poland			2027	2	1	39.388	1.000
poles			2027	2	1	39.388	1.000
polished			2027	2	1	39.388	1.000
polite			2027	2	1	39.388	1.000
politely			2027	2	1	39.388	1.000
polka			2027	2	1	39.388	1.000
port			2027	2	1	39.388	1.000
position			2027	2	1	39.388	1.000
pots			2027	2	1	39.388	1.000
potted			2027	2	1	39.388	1.000
predicts			2027	2	1	39.388	1.000
prepared			2027	2	1	39.388	1.000
pressing			2027	2	1	39.388	1.000
pretend			2027	2	1	39.388	1.000
princess			2027	2	1	39.388	1.000
privately			2027	2	1	39.388	1.000
produce			2027	2	1	39.388	1.000
profound			2027	2	1	39.388	1.000
programs			2027	2	1	39.388	1.000
pronounced			2027	2	1	39.388	1.000
proof			2027	2	1	39.388	1.000
proved			2027	2	1	39.388	1.000
publicity			2027	2	1	39.388	1.000
pulsing			2027	2	1	39.388	1.000
pushing			2027	2	1	39.388	1.000
putt			2027	2	1	39.388	1.000
putting			2027	2	1	39.388	1.000
putty			2027	2	1	39.388	1.000
q			2027	2	1	39.388	1.000
quarters			2027	2	1	39.388	1.000
quickly			2027	2	1	39.388	1.000
rabbi			2027	2	1	39.388	1.000
rabble			2027	2	1	39.388	1.000
rabies			2027	2	1	39.388	1.000
race			2027	2	1	39.388	1.000
rack			2027	2	1	39.388	1.000
racks			2027	2	1	39.388	1.000
radiations			2027	2	1	39.388	1.000
radiators			2027	2	1	39.388	1.000
rambler			2027	2	1	39.388	1.000
rationed			2027	2	1	39.388	1.000
rats			2027	2	1	39.388	1.000
rattled			2027	2	1	39.388	1.000
reach			2027	2	1	39.388	1.000
rear			2027	2	1	39.388	1.000
received			2027	2	1	39.388	1.000
receiving			2027	2	1	39.388	1.000
rectangle			2027	2	1	39.388	1.000
reel			2027	2	1	39.388	1.000
reeled			2027	2	1	39.388	1.000
reflected			2027	2	1	39.388	1.000
refused			2027	2	1	39.388	1.000
regimental			2027	2	1	39.388	1.000
regret			2027	2	1	39.388	1.000
regular			2027	2	1	39.388	1.000
relationship			2027	2	1	39.388	1.000
religion			2027	2	1	39.388	1.000
remained			2027	2	1	39.388	1.000
remote			2027	2	1	39.388	1.000
report			2027	2	1	39.388	1.000
reported			2027	2	1	39.388	1.000
reporters			2027	2	1	39.388	1.000
represent			2027	2	1	39.388	1.000
repulsive			2027	2	1	39.388	1.000
resonant			2027	2	1	39.388	1.000
resort			2027	2	1	39.388	1.000
response			2027	2	1	39.388	1.000
responsibility			2027	2	1	39.388	1.000
restaurant			2027	2	1	39.388	1.000
retired			2027	2	1	39.388	1.000
reviewed			2027	2	1	39.388	1.000
rhinestones			2027	2	1	39.388	1.000
riding			2027	2	1	39.388	1.000
risen			2027	2	1	39.388	1.000
rising			2027	2	1	39.388	1.000
roads			2027	2	1	39.388	1.000
robot			2027	2	1	39.388	1.000
rocks			2027	2	1	39.388	1.000
rocky			2027	2	1	39.388	1.000
roebuck			2027	2	1	39.388	1.000
roll			2027	2	1	39.388	1.000
roman			2027	2	1	39.388	1.000
rooms			2027	2	1	39.388	1.000
rose			2027	2	1	39.388	1.000
rosy			2027	2	1	39.388	1.000
rotten			2027	2	1	39.388	1.000
rouser			2027	2	1	39.388	1.000
rows			2027	2	1	39.388	1.000
rung			2027	2	1	39.388	1.000
sad			2027	2	1	39.388	1.000
safely			2027	2	1	39.388	1.000
safety			2027	2	1	39.388	1.000
sake			2027	2	1	39.388	1.000
sale			2027	2	1	39.388	1.000
salmon			2027	2	1	39.388	1.000
sandy			2027	2	1	39.388	1.000
sapphire			2027	2	1	39.388	1.000
saundby			2027	2	1	39.388	1.000
sausage			2027	2	1	39.388	1.000
save			2027	2	1	39.388	1.000
saved			2027	2	1	39.388	1.000
schlachthof			2027	2	1	39.388	1.000
scornfully			2027	2	1	39.388	1.000
scout			2027	2	1	39.388	1.000
screaming			2027	2	1	39.388	1.000
screams			2027	2	1	39.388	1.000
screens			2027	2	1	39.388	1.000
sears			2027	2	1	39.388	1.000
seeking			2027	2	1	39.388	1.000
sell			2027	2	1	39.388	1.000
selling			2027	2	1	39.388	1.000
sentence			2027	2	1	39.388	1.000
separated			2027	2	1	39.388	1.000
sergeants			2027	2	1	39.388	1.000
serious			2027	2	1	39.388	1.000
serve			2027	2	1	39.388	1.000
services			2027	2	1	39.388	1.000
setting			2027	2	1	39.388	1.000
seventeen			2027	2	1	39.388	1.000
seventy			2027	2	1	39.388	1.000
seymour			2027	2	1	39.388	1.000
shall			2027	2	1	39.388	1.000
shallower			2027	2	1	39.388	1.000
shared			2027	2	1	39.388	1.000
sharp			2027	2	1	39.388	1.000
shave			2027	2	1	39.388	1.000
sheathed			2027	2	1	39.388	1.000
shelling			2027	2	1	39.388	1.000
sheltered			2027	2	1	39.388	1.000
shetland			2027	2	1	39.388	1.000
shift			2027	2	1	39.388	1.000
shock			2027	2	1	39.388	1.000
shoved			2027	2	1	39.388	1.000
shovels			2027	2	1	39.388	1.000
showed			2027	2	1	39.388	1.000
showerheads			2027	2	1	39.388	1.000
shows			2027	2	1	39.388	1.000
shrugged			2027	2	1	39.388	1.000
shrunk			2027	2	1	39.388	1.000
shut			2027	2	1	39.388	1.000
sides			2027	2	1	39.388	1.000
sidewalks			2027	2	1	39.388	1.000
siding			2027	2	1	39.388	1.000
siege			2027	2	1	39.388	1.000
sighed			2027	2	1	39.388	1.000
sign			2027	2	1	39.388	1.000
silent			2027	2	1	39.388	1.000
similar			2027	2	1	39.388	1.000
sinatra			2027	2	1	39.388	1.000
siren			2027	2	1	39.388	1.000
sirens			2027	2	1	39.388	1.000
sister			2027	2	1	39.388	1.000
ski			2027	2	1	39.388	1.000
skin			2027	2	1	39.388	1.000
skinny			2027	2	1	39.388	1.000
skulls			2027	2	1	39.388	1.000
slammed			2027	2	1	39.388	1.000
slaughter			2027	2	1	39.388	1.000
slave			2027	2	1	39.388	1.000
sleeves			2027	2	1	39.388	1.000
slept			2027	2	1	39.388	1.000
slide			2027	2	1	39.388	1.000
sliding			2027	2	1	39.388	1.000
slowly			2027	2	1	39.388	1.000
slung			2027	2	1	39.388	1.000
smart			2027	2	1	39.388	1.000
smoked			2027	2	1	39.388	1.000
smooth			2027	2	1	39.388	1.000
snake			2027	2	1	39.388	1.000
snaked			2027	2	1	39.388	1.000
snakes			2027	2	1	39.388	1.000
snapped			2027	2	1	39.388	1.000
snoozing			2027	2	1	39.388	1.000
snored			2027	2	1	39.388	1.000
socked			2027	2	1	39.388	1.000
sold			2027	2	1	39.388	1.000
solid			2027	2	1	39.388	1.000
somewhat			2027	2	1	39.388	1.000
sons			2027	2	1	39.388	1.000
sooner			2027	2	1	39.388	1.000
sore			2027	2	1	39.388	1.000
souls			2027	2	1	39.388	1.000
spaghetti			2027	2	1	39.388	1.000
sparks			2027	2	1	39.388	1.000
spastic			2027	2	1	39.388	1.000
spend			2027	2	1	39.388	1.000
spirit			2027	2	1	39.388	1.000
splendid			2027	2	1	39.388	1.000
sprayed			2027	2	1	39.388	1.000
springtime			2027	2	1	39.388	1.000
stacks			2027	2	1	39.388	1.000
stainless			2027	2	1	39.388	1.000
stamboul			2027	2	1	39.388	1.000
stamped			2027	2	1	39.388	1.000
stare			2027	2	1	39.388	1.000
starr			2027	2	1	39.388	1.000
statement			2027	2	1	39.388	1.000
stayed			2027	2	1	39.388	1.000
stencil			2027	2	1	39.388	1.000
stethoscope			2027	2	1	39.388	1.000
steward			2027	2	1	39.388	1.000
stickers			2027	2	1	39.388	1.000
stink			2027	2	1	39.388	1.000
stock			2027	2	1	39.388	1.000
stomach			2027	2	1	39.388	1.000
stones			2027	2	1	39.388	1.000
stool			2027	2	1	39.388	1.000
stops			2027	2	1	39.388	1.000
storm			2027	2	1	39.388	1.000
straightened			2027	2	1	39.388	1.000
strangers			2027	2	1	39.388	1.000
straps			2027	2	1	39.388	1.000
straw			2027	2	1	39.388	1.000
strawberries			2027	2	1	39.388	1.000
streets			2027	2	1	39.388	1.000
stretch			2027	2	1	39.388	1.000
student			2027	2	1	39.388	1.000
studying			2027	2	1	39.388	1.000
stylish			2027	2	1	39.388	1.000
suburbs			2027	2	1	39.388	1.000
success			2027	2	1	39.388	1.000
suffered			2027	2	1	39.388	1.000
suit			2027	2	1	39.388	1.000
sunlight			2027	2	1	39.388	1.000
sunning			2027	2	1	39.388	1.000
sunrise			2027	2	1	39.388	1.000
sunshine			2027	2	1	39.388	1.000
superior			2027	2	1	39.388	1.000
supper			2027	2	1	39.388	1.000
surely			2027	2	1	39.388	1.000
surface			2027	2	1	39.388	1.000
suspected			2027	2	1	39.388	1.000
suspense			2027	2	1	39.388	1.000
swastika			2027	2	1	39.388	1.000
sweetest			2027	2	1	39.388	1.000
sweetness			2027	2	1	39.388	1.000
swinging			2027	2	1	39.388	1.000
switch			2027	2	1	39.388	1.000
switched			2027	2	1	39.388	1.000
swooped			2027	2	1	39.388	1.000
swung			2027	2	1	39.388	1.000
symbols			2027	2	1	39.388	1.000
system			2027	2	1	39.388	1.000
tank			2027	2	1	39.388	1.000
tanks			2027	2	1	39.388	1.000
tap			2027	2	1	39.388	1.000
taste			2027	2	1	39.388	1.000
tastee			2027	2	1	39.388	1.000
teaching			2027	2	1	39.388	1.000
team			2027	2	1	39.388	1.000
telepathically			2027	2	1	39.388	1.000
temperature			2027	2	1	39.388	1.000
tennis			2027	2	1	39.388	1.000
tent			2027	2	1	39.388	1.000
tentatively			2027	2	1	39.388	1.000
terrace			2027	2	1	39.388	1.000
theodore			2027	2	1	39.388	1.000
thermometer			2027	2	1	39.388	1.000
thermostat			2027	2	1	39.388	1.000
thick			2027	2	1	39.388	1.000
thief			2027	2	1	39.388	1.000
thinks			2027	2	1	39.388	1.000
thrilled			2027	2	1	39.388	1.000
thrones			2027	2	1	39.388	1.000
thumb			2027	2	1	39.388	1.000
tight			2027	2	1	39.388	1.000
tilted			2027	2	1	39.388	1.000
timbers			2027	2	1	39.388	1.000
ton			2027	2	1	39.388	1.000
tone			2027	2	1	39.388	1.000
tones			2027	2	1	39.388	1.000
tool			2027	2	1	39.388	1.000
tore			2027	2	1	39.388	1.000
tortures			2027	2	1	39.388	1.000
touches			2027	2	1	39.388	1.000
toughest			2027	2	1	39.388	1.000
towel			2027	2	1	39.388	1.000
towns			2027	2	1	39.388	1.000
traffic			2027	2	1	39.388	1.000
tragedy			2027	2	1	39.388	1.000
trained			2027	2	1	39.388	1.000
translucent			2027	2	1	39.388	1.000
transportation			2027	2	1	39.388	1.000
treat			2027	2	1	39.388	1.000
tremendously			2027	2	1	39.388	1.000
tri			2027	2	1	39.388	1.000
trial			2027	2	1	39.388	1.000
tricks			2027	2	1	39.388	1.000
trimmed			2027	2	1	39.388	1.000
try			2027	2	1	39.388	1.000
tuileries			2027	2	1	39.388	1.000
tumbler			2027	2	1	39.388	1.000
twice			2027	2	1	39.388	1.000
twisted			2027	2	1	39.388	1.000
twitch			2027	2	1	39.388	1.000
u			2027	2	1	39.388	1.000
ugly			2027	2	1	39.388	1.000
umpire			2027	2	1	39.388	1.000
uncle			2027	2	1	39.388	1.000
underpants			2027	2	1	39.388	1.000
unenthusiastic			2027	2	1	39.388	1.000
unhappy			2027	2	1	39.388	1.000
uniforms			2027	2	1	39.388	1.000
unit			2027	2	1	39.388	1.000
unmarked			2027	2	1	39.388	1.000
unseen			2027	2	1	39.388	1.000
upside			2027	2	1	39.388	1.000
usual			2027	2	1	39.388	1.000
utterly			2027	2	1	39.388	1.000
vast			2027	2	1	39.388	1.000
vat			2027	2	1	39.388	1.000
vegetable			2027	2	1	39.388	1.000
venetian			2027	2	1	39.388	1.000
version			2027	2	1	39.388	1.000
vest			2027	2	1	39.388	1.000
view			2027	2	1	39.388	1.000
village			2027	2	1	39.388	1.000
ville			2027	2	1	39.388	1.000
violent			2027	2	1	39.388	1.000
